ID,NOMB_PROY,ETAP_PROY,JEFE_PROY,INST_PROY,CAMPAÑA,ZONA,ESTACION,LATITUD,LONGITUD,Fecha,Hora Muestreo,VARIABLE,VALOR,FECHA_MUESTREO,COD_REGION
26,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Calbuco,26,415016.4,730447.2,2024-05-22,12:00:00,TEMPERATURA,13.5,22/05/2024 12:00:00,X
27,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Calbuco,27,414959.8,730629.1,2024-05-22,14:30:00,TEMPERATURA,12.966666666666667,22/05/2024 14:30:00,X
28,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Calbuco,30,415019.0,730822.5,2024-05-22,14:50:00,TEMPERATURA,12.5,22/05/2024 14:50:00,X
29,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chacao,2,415659.3,733134.3,2024-05-24,12:00:00,TEMPERATURA,12.066666666666668,24/05/2024 12:00:00,X
30,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chacao,6,415415.1,732906.8,2024-05-24,11:30:00,TEMPERATURA,12.766666666666666,24/05/2024 11:30:00,X
31,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chacao,12,415217.3,733107.9,2024-05-24,11:40:00,TEMPERATURA,12.1,24/05/2024 11:40:00,X
32,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chacao,14,415115.7,732851.2,2024-05-24,11:10:00,TEMPERATURA,13.1,24/05/2024 11:10:00,X
33,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,1,421917.6,731519.1,2024-05-25,10:45:00,TEMPERATURA,12,25/05/2024 10:45:00,X
34,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,3,421702.6,731506.7,2024-05-25,11:20:00,TEMPERATURA,11.766666666666666,25/05/2024 11:20:00,X
35,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,7,421556.3,730936.2,2024-05-25,12:40:00,TEMPERATURA,12.533333333333333,25/05/2024 12:40:00,X
36,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,10,421645.3,732049.7,2024-05-25,10:00:00,TEMPERATURA,12.433333333333332,25/05/2024 10:00:00,X
37,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,12,421224.4,732358.0,2024-05-25,08:45:00,TEMPERATURA,11.799999999999999,25/05/2024 08:45:00,X
38,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,13,421021.7,732609.5,2024-05-25,08:20:00,TEMPERATURA,11.700000000000001,25/05/2024 08:20:00,X
39,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Butachauques,14,420929.5,732804.6,2024-05-24,14:10:00,TEMPERATURA,13.200000000000001,24/05/2024 14:10:00,X
40,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chaulinec,3,423622.9,731526.5,2024-05-26,10:35:00,TEMPERATURA,12,26/05/2024 10:35:00,X
41,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chaulinec,4,423422.1,731353.2,2024-05-26,11:15:00,TEMPERATURA,12.199999999999998,26/05/2024 11:15:00,X
42,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chaulinec,7,422803.3,732256.7,2024-05-26,09:50:00,TEMPERATURA,11.799999999999999,26/05/2024 09:50:00,X
43,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chaulinec,10,422429.1,731921.4,2024-05-25,15:15:00,TEMPERATURA,12.566666666666668,25/05/2024 15:15:00,X
44,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chaulinec,13,422634.7,733044.2,2024-05-26,14:50:00,TEMPERATURA,12.066666666666668,26/05/2024 14:50:00,X
45,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Tenaun,2,422246.5,733559.1,2024-05-26,16:55:00,TEMPERATURA,12.466666666666667,26/05/2024 16:55:00,X
46,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Tenaun,3,422307.4,733744.8,2024-05-27,08:15:00,TEMPERATURA,11.566666666666668,27/05/2024 08:15:00,X
47,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Tenaun,6,422215.1,733731.1,2024-05-27,08:45:00,TEMPERATURA,12.1,27/05/2024 08:45:00,X
48,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Tenaun,9,422139.1,733441.7,2024-05-26,15:20:00,TEMPERATURA,12.566666666666668,26/05/2024 15:20:00,X
49,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Tenaun,14,422026.0,733200.9,2024-05-26,14:50:00,TEMPERATURA,12.233333333333334,26/05/2024 14:50:00,X
50,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,1,423046.9,734515.6,2024-05-27,14:45:00,TEMPERATURA,12.699999999999998,27/05/2024 14:45:00,X
51,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,4,423259.2,734015.8,2024-05-27,13:35:00,TEMPERATURA,12.9,27/05/2024 13:35:00,X
52,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,6,423209.3,733613.2,2024-05-27,13:00:00,TEMPERATURA,12.733333333333334,27/05/2024 13:00:00,X
53,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,7,423029.3,733611.3,2024-05-27,10:25:00,TEMPERATURA,12.5,27/05/2024 10:25:00,X
54,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,11,422833.3,733241.1,2024-05-27,11:00:00,TEMPERATURA,12.233333333333334,27/05/2024 11:00:00,X
55,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,12,423059.3,732821.5,2024-05-27,11:35:00,TEMPERATURA,12.333333333333334,27/05/2024 11:35:00,X
56,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,16,424213.5,733738.2,2024-05-29,10:45:00,TEMPERATURA,12.233333333333334,29/05/2024 10:45:00,X
57,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Chiloe central,26,423654.6,732710.2,2024-05-26,12:00:00,TEMPERATURA,12.600000000000001,26/05/2024 12:00:00,X
58,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Desertores,1,424703.0,725635.9,2024-06-19,15:30:00,TEMPERATURA,12.233333333333334,19/06/2024 15:30:00,X
59,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Desertores,2,424756.1,725723.7,2024-06-22,09:15:00,TEMPERATURA,13.066666666666668,22/06/2024 09:15:00,X
60,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Desertores,3,424536.0,725951.7,2024-06-22,09:50:00,TEMPERATURA,12.233333333333334,22/06/2024 09:50:00,X
61,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Desertores,6,424206.5,730534.1,2024-06-22,10:45:00,TEMPERATURA,12.166666666666666,22/06/2024 10:45:00,X
62,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,6,431143.2,733811.2,2024-06-01,11:05:00,TEMPERATURA,10.766666666666666,01/06/2024 11:05:00,X
63,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,8,430739.5,734328.6,2024-06-01,12:05:00,TEMPERATURA,11.433333333333332,01/06/2024 12:05:00,X
64,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,11,430832.2,734013.7,2024-06-01,12:35:00,TEMPERATURA,10.766666666666666,01/06/2024 12:35:00,X
65,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,12,431133.5,733423.8,2024-06-01,10:15:00,TEMPERATURA,10.733333333333334,01/06/2024 10:15:00,X
66,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,13,430826.2,733310.7,2024-06-01,09:30:00,TEMPERATURA,10.433333333333332,01/06/2024 09:30:00,X
67,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,19,430307.5,732746.7,2024-05-31,15:10:00,TEMPERATURA,11.866666666666665,31/05/2024 15:10:00,X
68,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,21,430206.1,733133.1,2024-05-31,14:35:00,TEMPERATURA,11.5,31/05/2024 14:35:00,X
69,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,22,425921.8,732805.5,2024-05-31,14:00:00,TEMPERATURA,12.466666666666667,31/05/2024 14:00:00,X
70,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,26,425621.2,733649.9,2024-05-31,12:50:00,TEMPERATURA,11.4,31/05/2024 12:50:00,X
71,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,28,425525.9,733504.7,2024-05-31,12:30:00,TEMPERATURA,11.733333333333333,31/05/2024 12:30:00,X
72,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,32,425122.8,734130.9,2024-05-31,11:45:00,TEMPERATURA,11.466666666666667,31/05/2024 11:45:00,X
73,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Quellon,39,425415.3,732927.9,2024-05-29,13:15:00,TEMPERATURA,13.1,29/05/2024 13:15:00,X
74,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Hornopiren,3,420427.1,722759.7,2024-06-14,15:25:00,TEMPERATURA,12.4,14/06/2024 15:25:00,X
75,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Hornopiren,6,420209.6,723558.5,2024-06-14,14:20:00,TEMPERATURA,12.6,14/06/2024 14:20:00,X
76,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Hornopiren,7,420301.3,723537.3,2024-06-14,13:45:00,TEMPERATURA,12.433333333333332,14/06/2024 13:45:00,X
78,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Hornopiren,14,421524.5,722346.8,2024-06-14,17:20:00,TEMPERATURA,14.566666666666668,14/06/2024 17:20:00,X
79,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Ayacara,1,421853.1,724721.9,2024-06-15,13:15:00,TEMPERATURA,12.1,15/06/2024 13:15:00,X
80,ESTUDIO SEGUIMIENTO DESEMPEÑO AMBIENTAL ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2024-2025,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Johana Ojeda ,INSTITUTO DE FOMENTO PESQUERO,Campaña_Otoño-Inv_2024.Proy.SeguimientoAmbiental,Ayacara,2,422434.1,724307.0,2024-06-15,14:50:00,TEMPERATURA,12.333333333333334,15/06/2024 14:50:00,X
